Edad,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,BikeBuyerText,,
40,Partial High School,Skilled Manual,F,S,1,1,0,0,51155,50.56,NO,,
36,Partial College,Clerical,F,M,1,3,1,1,79016,53.77,YES,,
47,High School,Clerical,F,S,1,2,0,0,83939,51.74,YES,,
26,Bachelors,Management,F,M,1,2,0,0,103324,50.83,YES,,
17,Partial College,Management,F,S,0,2,0,0,108928,51.62,YES,,
32,Partial College,Manual,M,S,0,0,0,0,28712,52.94,NO,,
51,Bachelors,Management,M,S,1,2,0,1,103364,53.79,NO,,
23,Partial College,Management,F,S,0,2,0,0,107435,54.54,YES,,
45,Partial College,Clerical,M,M,1,3,1,1,86999,56.61,YES,,
28,Bachelors,Clerical,M,S,0,2,0,0,83174,52.85,NO,,
30,Graduate Degree,Skilled Manual,M,S,0,2,0,0,55169,51.96,YES,,
27,Bachelors,Clerical,F,M,1,3,0,1,76470,50.38,YES,,
37,Partial College,Skilled Manual,F,M,1,2,1,2,58569,51.27,YES,,
61,Graduate Degree,Clerical,F,M,1,0,0,3,86652,50.94,YES,,
29,Graduate Degree,Management,M,S,0,2,0,0,104178,53.61,YES,,
22,Bachelors,Clerical,M,S,0,3,0,0,79105,53.5,NO,,
24,Graduate Degree,Management,F,S,0,0,0,0,112778,53.58,NO,,
27,High School,Manual,M,S,0,1,0,0,35000,50.59,NO,,
46,Partial College,Skilled Manual,M,M,1,1,1,1,59995,56.44,YES,,
18,High School,Clerical,M,S,0,0,0,0,84287,53.75,NO,,
19,High School,Manual,F,S,0,0,0,0,31071,48.1,NO,,
48,High School,Skilled Manual,F,M,1,1,1,2,56959,50.43,YES,,
40,Partial College,Skilled Manual,M,M,1,1,0,2,61735,51.95,YES,,
43,Partial High School,Skilled Manual,F,S,1,1,0,0,50910,47.66,NO,,
58,Graduate Degree,Skilled Manual,F,M,1,1,0,2,61795,49.14,YES,,
35,Partial College,Clerical,M,M,1,1,2,2,79001,62.09,YES,,
34,Bachelors,Professional,M,M,1,2,0,0,127835,60,NO,,
44,Graduate Degree,Skilled Manual,F,S,1,1,0,0,60950,50.17,NO,,
26,Graduate Degree,Manual,F,M,0,0,0,2,31958,46.22,NO,,
31,Bachelors,Skilled Manual,F,S,0,2,0,0,55982,48.56,YES,,
55,Graduate Degree,Professional,F,M,1,2,1,2,128747,55.69,YES,,
42,High School,Clerical,M,M,1,1,1,2,82838,53.82,YES,,
22,Partial College,Skilled Manual,F,M,0,2,0,0,52345,47.64,YES,,
44,Partial College,Skilled Manual,F,M,1,1,1,2,58376,50.76,YES,,
17,Partial College,Management,M,S,0,0,0,0,107330,52.1,YES,,
37,Graduate Degree,Skilled Manual,F,S,0,2,0,0,58461,50.19,NO,,
18,Partial College,Skilled Manual,M,S,0,1,0,0,62089,51.76,NO,,
35,Bachelors,Skilled Manual,M,S,0,1,0,0,55091,51.39,YES,,
42,High School,Manual,F,S,0,1,0,0,35811,47.3,NO,,
35,Partial College,Clerical,M,S,1,1,0,0,77938,59.14,NO,,
33,Bachelors,Management,M,M,1,2,0,0,109912,60.32,YES,,
26,Partial High School,Skilled Manual,M,S,0,1,0,0,56031,52.32,YES,,
59,Graduate Degree,Management,F,S,1,1,0,1,106315,51.11,NO,,
27,Graduate Degree,Skilled Manual,M,M,0,0,1,1,61776,51.65,YES,,
16,Partial College,Skilled Manual,F,S,0,2,0,0,51711,49.48,YES,,
31,Bachelors,Management,M,M,1,2,1,2,103357,57.97,YES,,
45,High School,Manual,M,M,1,0,1,2,33723,50.28,YES,,
38,Graduate Degree,Clerical,F,S,1,1,0,0,79571,51.78,NO,,
25,Partial College,Skilled Manual,F,S,0,1,0,0,58365,53.18,NO,,
29,Bachelors,Clerical,M,S,0,1,0,0,77848,53.9,NO,,
45,Partial College,Management,M,M,1,3,2,2,110384,63.96,YES,,
36,Partial College,Clerical,M,S,1,2,0,0,79013,52.33,YES,,
39,High School,Manual,M,M,1,1,2,2,33466,47.9,YES,,
29,Bachelors,Manual,M,S,0,0,0,0,37054,50.69,YES,,
36,Graduate Degree,Management,F,M,1,0,1,1,111254,50.86,YES,,
26,Graduate Degree,Clerical,M,M,1,2,1,1,81677,51.18,YES,,
42,High School,Skilled Manual,M,S,1,1,0,0,59224,52.04,NO,,
31,Partial College,Manual,F,M,0,0,0,2,33937,46.96,NO,,
31,Partial High School,Manual,M,S,0,1,0,0,35953,48.68,NO,,
34,Partial College,Management,F,S,1,1,0,0,106679,55.93,NO,,
50,Bachelors,Clerical,M,M,1,0,1,2,87014,55.1,YES,,
44,Partial College,Skilled Manual,M,M,1,0,1,2,52618,58.48,YES,,
39,Bachelors,Professional,M,S,1,3,0,0,133121,54.38,YES,,
25,High School,Clerical,M,M,1,1,1,1,84384,53.89,YES,,
31,Partial High School,Manual,M,M,0,1,0,2,30164,47.97,NO,,
57,Bachelors,Clerical,F,M,1,1,1,2,79709,50.61,YES,,
53,Bachelors,Professional,M,S,1,2,0,1,135853,54.26,NO,,
32,Bachelors,Professional,F,M,1,2,0,0,129845,51.49,NO,,
37,Partial College,Management,F,S,1,3,0,0,107908,52.64,YES,,
25,Bachelors,Skilled Manual,F,S,0,1,0,0,55857,49.29,NO,,
31,Partial High School,Skilled Manual,F,M,1,1,1,1,52625,51.54,YES,,
32,High School,Clerical,M,S,0,1,0,0,83106,57.01,YES,,
23,Partial High School,Manual,M,M,0,1,0,0,32893,45.78,NO,,
45,Partial College,Skilled Manual,M,M,1,1,0,2,60303,53.41,NO,,
34,Graduate Degree,Skilled Manual,M,M,1,1,2,2,59964,57.95,YES,,
30,Bachelors,Skilled Manual,M,M,1,1,1,2,59028,49.5,YES,,
43,High School,Skilled Manual,M,S,1,1,0,0,59081,53.08,NO,,
31,Bachelors,Clerical,M,S,0,3,0,0,79268,56.41,YES,,
35,High School,Clerical,F,S,1,2,0,0,81391,53.41,NO,,
27,Partial College,Clerical,M,S,0,0,0,0,78639,49.98,YES,,
54,Partial College,Clerical,F,M,1,1,3,3,80873,54.12,YES,,
21,High School,Manual,F,M,0,1,0,0,27549,44.87,NO,,
25,Graduate Degree,Clerical,F,M,1,1,1,2,85492,51.57,YES,,
46,High School,Manual,M,M,1,0,0,2,31729,47.14,NO,,
44,Graduate Degree,Clerical,F,S,1,1,0,0,80088,54.34,NO,,
47,Partial High School,Skilled Manual,F,M,1,1,1,1,59268,50.62,YES,,
42,High School,Clerical,F,S,1,1,0,0,81630,52.88,NO,,
23,High School,Skilled Manual,F,S,0,1,0,0,52534,48.76,NO,,
28,Bachelors,Professional,M,S,1,2,0,0,127823,52.46,NO,,
35,Partial College,Manual,F,M,1,0,2,2,30936,46.26,YES,,
43,Partial College,Skilled Manual,M,M,1,1,0,2,53730,57.12,NO,,
62,Graduate Degree,Clerical,F,M,1,3,0,2,87146,50.45,YES,,
46,High School,Skilled Manual,F,S,1,1,0,0,60329,52.33,NO,,
19,Partial College,Skilled Manual,M,M,0,1,0,0,61351,48.23,YES,,
30,Partial College,Clerical,M,S,0,0,0,0,86024,51.67,NO,,
31,High School,Skilled Manual,F,S,0,1,0,0,57800,51.93,NO,,
40,Partial College,Skilled Manual,F,M,1,1,1,2,55743,49.01,YES,,
34,Bachelors,Management,F,S,1,1,0,0,102368,52.4,NO,,
35,High School,Manual,F,M,1,1,1,2,31908,47.72,NO,,
40,High School,Manual,F,M,1,1,1,2,36315,49.62,YES,,
29,Partial College,Clerical,M,M,1,3,1,2,86211,51.15,YES,,
32,Bachelors,Skilled Manual,F,M,1,2,2,2,53759,51.34,YES,,
28,Bachelors,Skilled Manual,F,S,0,1,0,0,57634,49.03,NO,,
39,High School,Manual,F,S,0,1,0,0,30750,48.09,NO,,
66,Graduate Degree,Professional,M,M,1,2,0,3,131484,52.7,NO,,
19,Partial College,Skilled Manual,F,M,0,1,0,0,53599,48.5,NO,,
42,Partial College,Skilled Manual,M,S,1,1,0,0,54220,59.32,YES,,
51,Bachelors,Clerical,F,M,1,2,1,2,85380,51.05,YES,,
29,Partial College,Clerical,M,M,1,3,1,1,87287,52.48,YES,,
45,Partial College,Manual,M,S,1,1,0,0,28633,48.95,NO,,
56,Bachelors,Management,F,S,1,1,1,1,108959,54.24,NO,,
39,Graduate Degree,Management,M,M,1,0,1,1,107189,59.04,YES,,
50,Bachelors,Clerical,F,M,1,2,0,2,84801,50.26,NO,,
31,Graduate Degree,Management,M,S,1,3,0,0,112258,54.19,YES,,
25,Partial High School,Manual,M,M,0,0,1,1,35560,48.23,NO,,
49,High School,Skilled Manual,M,M,1,1,2,2,55506,50.74,NO,,
23,Graduate Degree,Management,M,M,1,0,0,0,110657,51.44,YES,,
22,High School,Clerical,F,M,0,3,0,0,86253,50.07,YES,,
50,High School,Skilled Manual,F,M,1,2,1,2,55402,49.69,YES,,
27,Partial College,Skilled Manual,F,S,0,1,0,0,57793,49.88,NO,,
40,Bachelors,Professional,F,S,1,1,0,0,137242,53.81,NO,,
38,Bachelors,Management,F,S,1,3,0,0,106759,52.84,YES,,
52,Partial College,Management,M,S,1,2,0,1,111928,55.37,NO,,
30,Bachelors,Manual,F,M,0,1,1,2,27899,45.58,NO,,
23,Partial High School,Manual,F,S,0,1,0,0,30671,47.29,NO,,
30,High School,Clerical,M,S,0,3,0,0,80283,51.03,YES,,
35,Bachelors,Clerical,F,M,1,0,0,1,77740,49.97,YES,,
38,Bachelors,Manual,M,S,0,0,0,0,29636,46.57,NO,,
40,Partial College,Skilled Manual,F,S,1,0,0,0,59022,52.32,NO,,
25,Graduate Degree,Clerical,F,M,1,2,1,1,79356,52.2,YES,,
18,Partial College,Management,F,S,0,0,0,0,111420,54.29,YES,,
34,Partial College,Clerical,F,S,1,1,0,0,82091,51.3,NO,,
34,Bachelors,Management,M,S,1,3,0,0,105882,60.79,YES,,
52,High School,Manual,F,M,1,1,1,2,34340,46.23,YES,,
19,High School,Skilled Manual,M,M,0,1,0,0,54313,48.36,YES,,
55,Bachelors,Professional,M,M,1,0,2,2,128920,55.22,YES,,
45,Partial High School,Manual,M,M,1,1,2,2,28452,50.59,NO,,
47,Partial College,Skilled Manual,M,S,1,0,0,0,52292,59.78,NO,,
42,High School,Skilled Manual,F,M,1,2,0,2,51932,48.22,YES,,
66,Graduate Degree,Skilled Manual,M,M,1,1,1,2,61019,49.12,YES,,
19,Partial High School,Skilled Manual,M,S,0,0,0,0,56242,50.97,NO,,
33,Bachelors,Clerical,F,M,1,1,2,2,77561,51.73,YES,,
23,Graduate Degree,Skilled Manual,F,M,0,1,0,0,54501,48.18,NO,,
31,Bachelors,Clerical,F,M,1,3,1,2,78255,49.76,YES,,
46,Partial College,Skilled Manual,M,M,1,1,0,2,57671,53.45,NO,,
52,Bachelors,Clerical,F,M,1,3,2,2,85949,53.64,YES,,
19,Bachelors,Management,F,M,1,1,0,0,106369,50.82,YES,,
20,Partial College,Management,M,S,0,1,0,0,112075,56.21,NO,,
23,Partial High School,Manual,F,S,0,1,0,0,31383,45.1,NO,,
22,Bachelors,Clerical,M,M,0,2,0,0,83270,49.74,NO,,
38,Bachelors,Skilled Manual,M,M,1,2,0,1,53401,48.7,YES,,
41,High School,Clerical,M,S,1,2,0,0,85791,62.41,YES,,
27,High School,Skilled Manual,M,M,0,2,0,1,59089,48.85,YES,,
37,Partial College,Skilled Manual,M,M,1,1,1,2,57455,56.02,YES,,
31,Bachelors,Management,F,S,1,0,0,0,104360,52.98,NO,,
23,Bachelors,Manual,F,S,0,0,0,0,34604,47.04,YES,,
17,Partial College,Clerical,M,S,0,2,0,0,84929,49.61,YES,,
17,Partial High School,Skilled Manual,F,S,0,0,0,0,50944,49.81,NO,,
39,Bachelors,Clerical,F,M,1,1,0,2,81068,50.96,YES,,
25,High School,Manual,F,S,0,0,0,0,36358,48.75,NO,,
25,Bachelors,Manual,F,M,0,0,0,1,30183,45.93,YES,,
34,Graduate Degree,Clerical,F,M,1,1,1,1,78230,50,NO,,
54,Bachelors,Management,M,S,1,2,0,1,110044,51.01,NO,,
54,Bachelors,Clerical,F,M,1,1,3,3,86490,52.07,YES,,
23,Partial High School,Manual,M,M,0,0,0,0,33403,45.66,NO,,
45,Partial College,Clerical,F,M,1,2,0,2,76604,49.19,NO,,
75,Bachelors,Management,M,M,1,3,1,2,105164,52.43,YES,,
28,Partial High School,Skilled Manual,M,M,0,1,2,2,62028,52.02,NO,,
29,Partial High School,Manual,M,S,0,0,0,0,29627,47.94,NO,,
28,Bachelors,Manual,F,M,0,0,1,1,28287,45.48,NO,,
27,Graduate Degree,Professional,M,M,1,2,2,2,136338,55.13,YES,,
43,High School,Skilled Manual,F,S,1,1,0,0,54753,52.11,NO,,
41,High School,Clerical,F,S,1,2,0,0,87156,54.22,NO,,
28,Graduate Degree,Professional,F,S,1,2,0,0,129431,55.67,NO,,
34,Graduate Degree,Skilled Manual,M,M,1,1,1,2,60463,60.59,YES,,
35,Bachelors,Professional,F,M,1,2,0,2,132678,52.15,YES,,
69,High School,Manual,F,S,1,0,1,1,35233,50.61,YES,,
57,Partial College,Skilled Manual,F,M,1,1,0,2,53050,47.82,YES,,
28,Graduate Degree,Skilled Manual,M,M,0,1,1,2,57213,53.22,YES,,
27,Partial College,Manual,F,S,0,1,0,0,29406,45.75,NO,,
33,Partial College,Clerical,M,S,0,1,0,0,82000,57.25,YES,,
28,Partial College,Clerical,M,S,0,1,0,0,82830,53.56,YES,,
24,Graduate Degree,Manual,F,M,0,1,0,0,34758,46.4,NO,,
25,High School,Skilled Manual,F,M,0,1,0,1,57615,49.39,YES,,
39,Bachelors,Clerical,F,M,1,3,1,2,77002,49.16,YES,,
32,Bachelors,Skilled Manual,F,S,0,2,0,0,57472,47.83,YES,,
52,High School,Clerical,F,M,1,2,0,2,87412,49.84,NO,,
54,Graduate Degree,Professional,M,M,1,2,1,2,131941,53.88,YES,,
53,Bachelors,Clerical,M,M,1,2,0,2,82059,49.87,NO,,
55,Bachelors,Management,F,M,1,0,0,3,103314,51.67,YES,,
57,Bachelors,Skilled Manual,F,M,1,1,2,2,61153,49.52,YES,,
21,Bachelors,Clerical,F,S,0,1,0,0,81883,52.93,NO,,
41,High School,Clerical,F,M,1,3,2,2,80235,53.35,YES,,
33,Bachelors,Skilled Manual,F,M,1,1,2,2,58654,50.43,YES,,
27,Bachelors,Management,M,S,0,2,0,0,112920,51.59,NO,,
28,Bachelors,Clerical,F,M,1,3,1,2,77769,52.39,YES,,
21,High School,Manual,F,S,0,1,0,0,36435,47.22,NO,,
57,Bachelors,Management,M,M,1,2,1,2,107052,50.86,YES,,
48,Bachelors,Management,M,S,1,2,0,0,113350,62.36,NO,,
52,Bachelors,Skilled Manual,F,M,1,0,0,2,55391,49.26,NO,,
58,Bachelors,Skilled Manual,M,M,1,2,1,2,53709,47.92,YES,,
24,Partial High School,Manual,M,S,0,0,0,0,33092,47.05,NO,,
40,Partial College,Skilled Manual,F,M,1,1,0,1,55056,48.08,NO,,
55,Bachelors,Clerical,M,M,1,2,2,2,85187,51.43,YES,,
57,Bachelors,Management,F,M,1,3,2,3,107678,52.32,YES,,
42,Partial High School,Skilled Manual,M,S,1,0,0,0,51435,57.96,YES,,
26,High School,Skilled Manual,M,S,0,2,0,0,53384,50.23,YES,,
18,Partial College,Manual,F,S,0,1,0,0,30834,50.03,NO,,
26,High School,Clerical,F,M,1,0,1,1,80619,49.76,YES,,
30,Graduate Degree,Manual,F,S,0,0,0,0,29462,47.88,NO,,
33,Partial High School,Skilled Manual,F,M,1,2,1,2,59911,49.46,YES,,
31,Bachelors,Clerical,M,M,1,1,0,1,87201,55.14,NO,,
33,Bachelors,Skilled Manual,F,S,0,0,0,0,60631,53.71,YES,,
64,Graduate Degree,Professional,F,M,1,3,1,2,131675,56.22,YES,,
60,Graduate Degree,Management,M,S,1,3,0,1,108421,51.42,YES,,
56,Bachelors,Management,F,M,1,2,2,2,111407,53.57,YES,,
28,Graduate Degree,Manual,F,S,0,0,0,0,29185,46.14,NO,,
20,Partial College,Skilled Manual,F,S,0,1,0,0,58501,49.93,NO,,
26,High School,Skilled Manual,M,S,0,1,0,0,55334,49.05,NO,,
21,High School,Skilled Manual,F,S,0,2,0,0,55487,50.7,YES,,
39,Bachelors,Clerical,M,M,1,3,1,1,85118,52.47,YES,,
35,Graduate Degree,Management,M,M,1,3,2,2,109178,55.31,YES,,
43,Partial College,Management,M,S,1,1,0,0,105521,59.35,YES,,
30,Graduate Degree,Clerical,F,S,0,3,0,0,81730,50.71,YES,,
24,Graduate Degree,Skilled Manual,M,M,0,1,0,0,55402,47.67,NO,,
45,Partial College,Clerical,F,M,1,3,1,2,87277,53.07,YES,,
41,Partial High School,Skilled Manual,F,S,1,2,0,0,51206,50.31,YES,,
26,Bachelors,Skilled Manual,F,S,0,1,0,0,53672,51.74,NO,,
29,High School,Clerical,F,M,1,1,0,1,81826,49.83,NO,,
33,Bachelors,Management,M,M,1,2,1,2,105549,56.06,YES,,
29,Bachelors,Professional,F,S,1,2,0,0,130463,55.46,YES,,
45,High School,Skilled Manual,M,M,1,2,2,2,55721,59.87,YES,,
34,Bachelors,Management,M,M,1,2,0,0,109151,59.56,YES,,
17,Partial College,Management,M,M,0,2,0,0,109498,51.97,YES,,
29,Bachelors,Skilled Manual,F,M,0,0,1,2,54441,47.63,YES,,
33,Bachelors,Manual,F,S,0,1,0,0,30334,49.08,NO,,
24,Bachelors,Manual,M,S,0,1,0,0,30652,45.66,YES,,
41,Partial College,Clerical,M,S,1,2,0,0,81995,60.63,YES,,
23,Partial High School,Manual,M,S,0,1,0,0,35364,50.71,NO,,
19,High School,Skilled Manual,M,M,0,2,0,0,52060,48.47,YES,,
23,Bachelors,Skilled Manual,M,M,0,1,0,0,59407,48.72,NO,,
38,Graduate Degree,Professional,F,S,1,2,0,0,135156,53.27,NO,,
25,Partial High School,Skilled Manual,F,S,0,0,0,0,51478,49.9,NO,,
36,Partial College,Management,F,M,1,2,1,1,103971,55.32,YES,,
18,Partial College,Skilled Manual,M,S,0,1,0,0,58455,51.01,YES,,
25,Partial High School,Manual,F,M,0,1,0,1,30566,45.18,NO,,
52,Bachelors,Management,F,S,1,3,1,1,108686,52.96,YES,,
32,Partial College,Management,M,M,1,2,1,2,110255,55.27,YES,,
34,High School,Clerical,M,S,0,0,0,0,86882,55.24,YES,,
39,Partial College,Manual,M,M,1,0,0,1,33671,52.46,NO,,
17,High School,Clerical,M,M,0,1,0,0,78545,50.18,NO,,
44,High School,Clerical,F,S,1,3,0,0,81140,54.87,YES,,
55,Graduate Degree,Management,M,M,1,2,1,2,103962,53,YES,,
43,Partial High School,Manual,F,S,0,1,0,0,29717,46.35,NO,,
42,Partial College,Clerical,M,M,1,2,1,2,78363,57.29,YES,,
62,Graduate Degree,Clerical,F,M,1,3,2,3,84845,54.47,YES,,
25,Graduate Degree,Manual,F,M,0,0,0,1,28613,44.67,NO,,
25,Graduate Degree,Manual,M,M,0,1,0,1,33556,46.79,NO,,
26,Partial High School,Manual,F,S,0,1,0,0,26661,47.4,NO,,
35,Partial College,Skilled Manual,M,S,0,2,0,0,58874,57.37,YES,,
50,Bachelors,Skilled Manual,M,M,1,2,0,2,61335,49.27,NO,,
28,Graduate Degree,Skilled Manual,M,M,0,1,0,2,56138,47.84,YES,,
39,Partial High School,Manual,M,M,1,1,1,2,31407,55.23,NO,,
62,Graduate Degree,Professional,F,M,1,3,0,2,138120,52.4,NO,,
24,High School,Skilled Manual,F,M,0,1,0,0,61577,48.47,NO,,
48,High School,Skilled Manual,F,S,1,1,0,0,52412,49.66,NO,,
24,Partial High School,Skilled Manual,F,S,0,1,0,0,55831,50.92,NO,,
31,Bachelors,Professional,M,S,1,2,0,0,135532,54.19,YES,,
44,Partial College,Skilled Manual,M,S,1,1,0,0,57102,53.2,NO,,
30,Graduate Degree,Professional,F,S,1,0,0,0,129260,52.81,NO,,
54,Graduate Degree,Skilled Manual,M,S,1,2,0,1,62247,52.02,NO,,
33,Partial College,Manual,M,S,0,1,0,0,34426,54.9,NO,,
32,Bachelors,Clerical,F,M,1,1,1,1,78694,52.01,YES,,
26,Graduate Degree,Professional,F,M,1,2,0,2,129339,52.24,YES,,
42,High School,Clerical,F,S,1,3,0,0,80913,50.34,YES,,
19,Partial College,Manual,M,M,0,0,0,0,30128,45,NO,,
30,Graduate Degree,Clerical,M,S,0,2,0,0,84293,51.72,YES,,
48,Bachelors,Management,F,M,1,1,0,2,111849,52.16,YES,,
37,Graduate Degree,Manual,M,S,0,1,0,0,27600,55.92,NO,,
62,Graduate Degree,Skilled Manual,M,M,1,0,2,2,54544,51.13,YES,,
27,Bachelors,Management,F,M,1,3,0,0,106451,50.84,YES,,
18,High School,Skilled Manual,F,M,0,0,0,0,52711,47.73,NO,,
34,Bachelors,Professional,M,S,1,2,0,0,135184,55.28,NO,,
35,Partial College,Skilled Manual,F,M,1,1,1,2,60044,51.19,YES,,
41,Partial High School,Manual,M,S,0,0,0,0,29805,48.83,NO,,
24,Bachelors,Skilled Manual,M,M,0,1,0,0,54202,48.28,NO,,
62,Graduate Degree,Manual,F,S,1,0,1,1,33700,48.51,YES,,
51,Bachelors,Management,M,S,1,3,1,1,110022,52.85,YES,,
27,Graduate Degree,Professional,M,M,1,2,1,2,135735,52.24,YES,,
56,Graduate Degree,Manual,M,M,1,0,1,2,34819,49.47,YES,,
27,Graduate Degree,Clerical,M,S,0,3,0,0,82362,52.02,NO,,
41,Partial College,Skilled Manual,F,M,1,0,0,2,60628,48.44,YES,,
46,High School,Manual,M,M,1,0,0,2,32317,52.72,NO,,
52,Partial High School,Manual,F,S,1,1,1,1,28103,49.55,NO,,
30,Graduate Degree,Skilled Manual,F,M,1,1,1,2,53211,49.57,NO,,
46,Partial College,Manual,F,M,1,0,1,2,35585,48.6,YES,,
34,Bachelors,Management,M,S,1,3,0,0,112907,51.78,YES,,
39,Bachelors,Clerical,M,M,1,1,1,2,78709,53.62,YES,,
40,High School,Skilled Manual,F,S,1,2,0,0,55231,52.1,YES,,
21,Partial College,Skilled Manual,M,S,0,1,0,0,61135,48.25,NO,,
53,Bachelors,Manual,M,M,1,1,0,2,31510,45.9,NO,,
38,Bachelors,Management,F,M,1,1,1,1,104782,51.77,YES,,
28,Graduate Degree,Management,F,S,0,1,0,0,111537,54.64,NO,,
47,Partial College,Manual,M,M,1,1,1,2,31354,55.18,NO,,
16,Partial College,Clerical,F,M,0,3,0,0,82182,49.91,YES,,
58,Graduate Degree,Professional,F,M,1,1,0,2,136467,52.74,NO,,
25,Partial High School,Skilled Manual,F,S,0,1,0,0,57668,50.53,NO,,
38,Graduate Degree,Clerical,F,S,1,3,0,0,83796,53.49,YES,,
63,Graduate Degree,Management,M,S,1,3,0,1,106472,51.55,NO,,
37,High School,Clerical,M,S,1,1,0,0,78805,62.81,NO,,
27,Graduate Degree,Professional,F,M,1,3,1,2,137591,55.26,YES,,
46,Partial College,Skilled Manual,M,M,1,0,0,1,53184,52.13,YES,,
42,High School,Skilled Manual,F,M,1,0,1,2,56395,53.19,YES,,
40,Partial College,Clerical,F,M,1,2,1,2,86438,53.15,YES,,
23,Bachelors,Professional,M,S,0,2,0,0,132982,51.74,NO,,
25,Graduate Degree,Professional,F,M,1,2,0,0,135809,52.98,YES,,
50,Partial High School,Skilled Manual,M,M,1,0,1,2,54316,49.4,YES,,
33,Bachelors,Professional,F,S,1,3,0,0,129984,51.55,NO,,
44,Graduate Degree,Management,M,M,1,2,0,2,106636,59.58,NO,,
16,Partial College,Skilled Manual,F,S,0,2,0,0,54044,49.32,YES,,
23,Partial College,Skilled Manual,F,S,0,0,0,0,54634,53.16,YES,,
21,Partial College,Manual,M,S,0,0,0,0,33514,47.57,YES,,
52,Bachelors,Manual,F,M,1,0,1,2,27009,46.92,NO,,
59,Graduate Degree,Skilled Manual,M,M,1,0,1,2,60002,51.39,YES,,
57,Graduate Degree,Professional,M,M,1,3,0,2,133496,52.29,YES,,
46,High School,Manual,F,S,1,0,0,0,27709,48.31,NO,,
33,Partial College,Skilled Manual,F,M,1,1,1,1,55748,51.03,YES,,
23,Bachelors,Management,F,M,1,2,0,0,107430,51.38,NO,,
32,Bachelors,Management,M,M,1,1,0,2,108612,56.13,NO,,
33,Partial College,Management,F,S,1,3,0,0,108418,55.85,YES,,
38,Bachelors,Management,F,M,1,1,2,2,106585,51.79,YES,,
32,Bachelors,Management,F,S,1,2,0,0,106610,52.57,YES,,
21,High School,Manual,F,M,0,1,0,0,32583,46.35,NO,,
33,Bachelors,Clerical,F,S,0,0,0,0,80168,54.06,YES,,
36,High School,Skilled Manual,F,M,1,0,0,1,53952,48.94,NO,,
33,Bachelors,Professional,F,S,1,1,0,0,136878,52.12,NO,,
40,High School,Manual,F,S,0,1,0,0,26325,48.2,NO,,
32,Bachelors,Clerical,F,S,0,1,0,0,86909,54.09,NO,,
37,High School,Manual,M,M,1,0,0,2,28039,50.32,NO,,
17,Bachelors,Manual,F,M,0,1,0,0,36202,46.74,NO,,
50,Partial High School,Skilled Manual,F,M,1,1,0,2,60267,49.56,YES,,
38,Partial College,Management,F,M,1,2,1,2,106524,55.15,YES,,
43,Partial College,Clerical,F,M,1,2,0,2,84656,50.1,YES,,
20,Partial College,Clerical,F,S,0,0,0,0,81768,52.15,NO,,
25,High School,Manual,M,S,0,1,0,0,34440,49.16,YES,,
35,Partial College,Skilled Manual,F,M,1,1,1,1,59168,49.35,YES,,
51,Partial High School,Skilled Manual,M,M,1,1,0,2,57921,48.27,NO,,
40,High School,Clerical,M,M,1,2,1,1,77676,59.59,YES,,
41,Partial College,Skilled Manual,M,M,1,0,0,2,57532,51.62,NO,,
19,Partial College,Management,M,M,0,3,0,0,104167,51.42,YES,,
26,Graduate Degree,Manual,M,M,0,0,0,1,36959,46.21,YES,,
54,Bachelors,Skilled Manual,M,S,1,1,0,1,61099,53.35,YES,,
51,High School,Clerical,F,M,1,0,0,2,83947,50.21,YES,,
63,Partial College,Management,M,S,1,1,0,1,110247,50.92,YES,,
22,Bachelors,Management,F,M,1,2,0,0,112185,51.06,NO,,
33,Partial College,Skilled Manual,M,S,0,0,0,0,59554,57.51,YES,,
31,High School,Skilled Manual,F,S,0,1,0,0,53791,52.51,NO,,
48,Partial College,Skilled Manual,F,M,1,2,1,2,58877,49.41,YES,,
22,Partial High School,Skilled Manual,F,S,0,1,0,0,52537,50.11,NO,,
29,Bachelors,Clerical,F,S,0,1,0,0,77814,51.87,NO,,
22,High School,Skilled Manual,M,M,0,0,0,0,60198,48.3,NO,,
33,Partial College,Clerical,F,M,1,3,1,1,80274,54.15,YES,,
45,Partial College,Skilled Manual,M,M,1,2,1,2,55156,50.58,YES,,
40,Partial College,Skilled Manual,F,M,1,0,1,2,54228,50.69,YES,,
29,Bachelors,Clerical,M,S,0,3,0,0,81934,51.6,YES,,
17,High School,Manual,F,M,0,1,0,0,26202,46.06,NO,,
34,Partial College,Skilled Manual,F,S,0,1,0,0,51440,49.72,NO,,
40,High School,Skilled Manual,F,S,1,1,0,0,61137,48.22,NO,,
23,Partial College,Clerical,F,S,0,1,0,0,77102,53.32,NO,,
55,Bachelors,Professional,F,S,1,0,1,1,130826,53.07,YES,,
23,Graduate Degree,Professional,F,S,0,3,0,0,136731,56.81,YES,,
39,Partial High School,Skilled Manual,F,S,1,1,0,0,58759,49.05,NO,,
29,Bachelors,Professional,M,M,1,1,1,1,128668,52.27,YES,,
34,Bachelors,Skilled Manual,M,S,0,1,0,0,55515,55.77,NO,,
31,Graduate Degree,Management,M,S,1,3,0,0,106602,55.61,NO,,
31,Graduate Degree,Clerical,M,M,1,1,1,1,78779,57.17,YES,,
